EUROPEAN CLIMATE ASSESSMENT & DATASET (ECA&D), file created on: 16-11-2022
THESE DATA CAN BE USED FOR NON-COMMERCIAL RESEARCH AND EDUCATION PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED: 

Klein Tank, A.M.G. and Coauthors, 2002. Daily dataset of 20th-century surface
air temperature and precipitation series for the European Climate Assessment.
Int. J. of Climatol., 22, 1441-1453.
Data and metadata available at http://www.ecad.eu

FILE FORMAT (MISSING VALUE CODE = -9999):

01-06 STAID: Station identifier
08-13 SOUID: Source identifier
15-22 DATE : Date YYYYMMDD
24-28 TG   : Mean temperature in 0.1 &#176;C
30-34 Q_TG : quality code for TG (0='valid'; 1='suspect'; 9='missing')

This is the blended series of station HOCHOBIR, AUSTRIA (STAID: 24359)
Blended and updated with sources:130276 
See files sources.txt and stations.txt for more info.

STAID, SOUID,    DATE,   TG, Q_TG
 24359,130276,19500304,-9999,    9
 24359,130276,19500305,-9999,    9
 24359,130276,19500306,-9999,    9
 24359,130276,19500307,-9999,    9
 24359,130276,19500308,-9999,    9
 24359,130276,19500309,-9999,    9
 24359,130276,19500310,-9999,    9
 24359,130276,19500311,-9999,    9
 24359,130276,19500312,-9999,    9
 24359,130276,19500313,-9999,    9
 24359,130276,19500314,-9999,    9
 24359,130276,19500315,-9999,    9
 24359,130276,19500316,-9999,    9
 24359,130276,19500317,-9999,    9
 24359,130276,19500318,-9999,    9
 24359,130276,19500319,-9999,    9
 24359,130276,19500320,-9999,    9
 24359,130276,19500321,-9999,    9
 24359,130276,19500322,-9999,    9
 24359,130276,19500323,-9999,    9
 24359,130276,19500324,-9999,    9
 24359,130276,19500325,-9999,    9
 24359,130276,19500326,-9999,    9
 24359,130276,19500327,-9999,    9
 24359,130276,19500328,-9999,    9
 24359,130276,19500329,-9999,    9
 24359,130276,19500330,-9999,    9
 24359,130276,19500331,-9999,    9
 24359,130276,19500401,-9999,    9
 24359,130276,19500402,-9999,    9
 24359,130276,19500403,-9999,    9
 24359,130276,19500404,-9999,    9
 24359,130276,19500405,-9999,    9
 24359,130276,19500406,-9999,    9
 24359,130276,19500407,-9999,    9
 24359,130276,19500408,-9999,    9
 24359,130276,19500409,-9999,    9
 24359,130276,19500410,-9999,    9
 24359,130276,19500411,-9999,    9
 24359,130276,19500412,-9999,    9
 24359,130276,19500413,-9999,    9
 24359,130276,19500414,-9999,    9
 24359,130276,19500415,-9999,    9
 24359,130276,19500416,-9999,    9
 24359,130276,19500417,-9999,    9
 24359,130276,19500418,-9999,    9
 24359,130276,19500419,-9999,    9
 24359,130276,19500420,-9999,    9
 24359,130276,19500421,-9999,    9
 24359,130276,19500422,-9999,    9
 24359,130276,19500423,-9999,    9
 24359,130276,19500424,-9999,    9
 24359,130276,19500425,-9999,    9
 24359,130276,19500426,-9999,    9
 24359,130276,19500427,-9999,    9
 24359,130276,19500428,-9999,    9
 24359,130276,19500429,-9999,    9
 24359,130276,19500430,-9999,    9
 24359,130276,19500501,-9999,    9
 24359,130276,19500502,-9999,    9
 24359,130276,19500503,-9999,    9
 24359,130276,19500504,-9999,    9
 24359,130276,19500505,-9999,    9
 24359,130276,19500506,-9999,    9
 24359,130276,19500507,-9999,    9
 24359,130276,19500508,-9999,    9
 24359,130276,19500509,-9999,    9
 24359,130276,19500510,-9999,    9
 24359,130276,19500511,-9999,    9
 24359,130276,19500512,-9999,    9
 24359,130276,19500513,-9999,    9
 24359,130276,19500514,-9999,    9
 24359,130276,19500515,-9999,    9
 24359,130276,19500516,-9999,    9
 24359,130276,19500517,-9999,    9
 24359,130276,19500518,-9999,    9
 24359,130276,19500519,-9999,    9
 24359,130276,19500520,-9999,    9
 24359,130276,19500521,-9999,    9
 24359,130276,19500522,-9999,    9
 24359,130276,19500523,-9999,    9
 24359,130276,19500524,-9999,    9
 24359,130276,19500525,-9999,    9
 24359,130276,19500526,-9999,    9
 24359,130276,19500527,-9999,    9
 24359,130276,19500528,-9999,    9
 24359,130276,19500529,-9999,    9
 24359,130276,19500530,-9999,    9
 24359,130276,19500531,-9999,    9
 24359,130276,19500601,-9999,    9
 24359,130276,19500602,-9999,    9
 24359,130276,19500603,-9999,    9
 24359,130276,19500604,-9999,    9
 24359,130276,19500605,-9999,    9
 24359,130276,19500606,-9999,    9
 24359,130276,19500607,-9999,    9
 24359,130276,19500608,-9999,    9
 24359,130276,19500609,-9999,    9
 24359,130276,19500610,-9999,    9
 24359,130276,19500611,-9999,    9
 24359,130276,19500612,-9999,    9
 24359,130276,19500613,-9999,    9
 24359,130276,19500614,-9999,    9
 24359,130276,19500615,-9999,    9
 24359,130276,19500616,-9999,    9
 24359,130276,19500617,-9999,    9
 24359,130276,19500618,-9999,    9
 24359,130276,19500619,-9999,    9
 24359,130276,19500620,-9999,    9
 24359,130276,19500621,-9999,    9
 24359,130276,19500622,-9999,    9
 24359,130276,19500623,-9999,    9
 24359,130276,19500624,-9999,    9
 24359,130276,19500625,-9999,    9
 24359,130276,19500626,-9999,    9
 24359,130276,19500627,-9999,    9
 24359,130276,19500628,-9999,    9
 24359,130276,19500629,-9999,    9
 24359,130276,19500630,-9999,    9
 24359,130276,19500701,-9999,    9
 24359,130276,19500702,-9999,    9
 24359,130276,19500703,-9999,    9
 24359,130276,19500704,-9999,    9
 24359,130276,19500705,-9999,    9
 24359,130276,19500706,-9999,    9
 24359,130276,19500707,-9999,    9
 24359,130276,19500708,-9999,    9
 24359,130276,19500709,-9999,    9
 24359,130276,19500710,-9999,    9
 24359,130276,19500711,-9999,    9
 24359,130276,19500712,-9999,    9
 24359,130276,19500713,-9999,    9
 24359,130276,19500714,-9999,    9
 24359,130276,19500715,-9999,    9
 24359,130276,19500716,-9999,    9
 24359,130276,19500717,-9999,    9
 24359,130276,19500718,-9999,    9
 24359,130276,19500719,-9999,    9
 24359,130276,19500720,-9999,    9
 24359,130276,19500721,-9999,    9
 24359,130276,19500722,-9999,    9
 24359,130276,19500723,-9999,    9
 24359,130276,19500724,-9999,    9
 24359,130276,19500725,-9999,    9
 24359,130276,19500726,-9999,    9
 24359,130276,19500727,-9999,    9
 24359,130276,19500728,-9999,    9
 24359,130276,19500729,-9999,    9
 24359,130276,19500730,-9999,    9
 24359,130276,19500731,-9999,    9
 24359,130276,19500801,-9999,    9
 24359,130276,19500802,-9999,    9
 24359,130276,19500803,-9999,    9
 24359,130276,19500804,-9999,    9
 24359,130276,19500805,-9999,    9
 24359,130276,19500806,-9999,    9
 24359,130276,19500807,-9999,    9
 24359,130276,19500808,-9999,    9
 24359,130276,19500809,-9999,    9
 24359,130276,19500810,-9999,    9
 24359,130276,19500811,-9999,    9
 24359,130276,19500812,-9999,    9
 24359,130276,19500813,-9999,    9
 24359,130276,19500814,-9999,    9
 24359,130276,19500815,-9999,    9
 24359,130276,19500816,-9999,    9
 24359,130276,19500817,-9999,    9
 24359,130276,19500818,-9999,    9
 24359,130276,19500819,-9999,    9
 24359,130276,19500820,-9999,    9
 24359,130276,19500821,-9999,    9
 24359,130276,19500822,-9999,    9
 24359,130276,19500823,-9999,    9
 24359,130276,19500824,-9999,    9
 24359,130276,19500825,-9999,    9
 24359,130276,19500826,-9999,    9
 24359,130276,19500827,-9999,    9
 24359,130276,19500828,-9999,    9
 24359,130276,19500829,-9999,    9
 24359,130276,19500830,-9999,    9
 24359,130276,19500831,-9999,    9
 24359,130276,19500901,-9999,    9
 24359,130276,19500902,-9999,    9
 24359,130276,19500903,-9999,    9
 24359,130276,19500904,-9999,    9
 24359,130276,19500905,-9999,    9
 24359,130276,19500906,-9999,    9
 24359,130276,19500907,-9999,    9
 24359,130276,19500908,-9999,    9
 24359,130276,19500909,-9999,    9
 24359,130276,19500910,-9999,    9
 24359,130276,19500911,-9999,    9
 24359,130276,19500912,-9999,    9
 24359,130276,19500913,-9999,    9
 24359,130276,19500914,-9999,    9
 24359,130276,19500915,-9999,    9
 24359,130276,19500916,-9999,    9
 24359,130276,19500917,-9999,    9
 24359,130276,19500918,-9999,    9
 24359,130276,19500919,-9999,    9
 24359,130276,19500920,-9999,    9
 24359,130276,19500921,-9999,    9
 24359,130276,19500922,-9999,    9
 24359,130276,19500923,-9999,    9
 24359,130276,19500924,-9999,    9
 24359,130276,19500925,-9999,    9
 24359,130276,19500926,-9999,    9
 24359,130276,19500927,-9999,    9
 24359,130276,19500928,-9999,    9
 24359,130276,19500929,-9999,    9
 24359,130276,19500930,-9999,    9
 24359,130276,19501001,-9999,    9
 24359,130276,19501002,-9999,    9
 24359,130276,19501003,-9999,    9
 24359,130276,19501004,-9999,    9
 24359,130276,19501005,-9999,    9
 24359,130276,19501006,-9999,    9
 24359,130276,19501007,-9999,    9
 24359,130276,19501008,-9999,    9
 24359,130276,19501009,-9999,    9
 24359,130276,19501010,-9999,    9
 24359,130276,19501011,-9999,    9
 24359,130276,19501012,-9999,    9
 24359,130276,19501013,-9999,    9
 24359,130276,19501014,-9999,    9
 24359,130276,19501015,-9999,    9
 24359,130276,19501016,-9999,    9
 24359,130276,19501017,-9999,    9
 24359,130276,19501018,-9999,    9
 24359,130276,19501019,-9999,    9
 24359,130276,19501020,-9999,    9
 24359,130276,19501021,-9999,    9
 24359,130276,19501022,-9999,    9
 24359,130276,19501023,-9999,    9
 24359,130276,19501024,-9999,    9
 24359,130276,19501025,-9999,    9
 24359,130276,19501026,-9999,    9
 24359,130276,19501027,-9999,    9
 24359,130276,19501028,-9999,    9
 24359,130276,19501029,-9999,    9
 24359,130276,19501030,-9999,    9
 24359,130276,19501031,-9999,    9
 24359,130276,19501101,-9999,    9
 24359,130276,19501102,-9999,    9
 24359,130276,19501103,-9999,    9
 24359,130276,19501104,-9999,    9
 24359,130276,19501105,-9999,    9
 24359,130276,19501106,-9999,    9
 24359,130276,19501107,-9999,    9
 24359,130276,19501108,-9999,    9
 24359,130276,19501109,-9999,    9
 24359,130276,19501110,-9999,    9
 24359,130276,19501111,-9999,    9
 24359,130276,19501112,-9999,    9
 24359,130276,19501113,-9999,    9
 24359,130276,19501114,-9999,    9
 24359,130276,19501115,-9999,    9
 24359,130276,19501116,-9999,    9
 24359,130276,19501117,-9999,    9
 24359,130276,19501118,-9999,    9
 24359,130276,19501119,-9999,    9
 24359,130276,19501120,-9999,    9
 24359,130276,19501121,-9999,    9
 24359,130276,19501122,-9999,    9
 24359,130276,19501123,-9999,    9
 24359,130276,19501124,-9999,    9
 24359,130276,19501125,-9999,    9
 24359,130276,19501126,-9999,    9
 24359,130276,19501127,-9999,    9
 24359,130276,19501128,-9999,    9
 24359,130276,19501129,-9999,    9
 24359,130276,19501130,-9999,    9
 24359,130276,19501201,-9999,    9
 24359,130276,19501202,-9999,    9
 24359,130276,19501203,-9999,    9
 24359,130276,19501204,-9999,    9
 24359,130276,19501205,-9999,    9
 24359,130276,19501206,-9999,    9
 24359,130276,19501207,-9999,    9
 24359,130276,19501208,-9999,    9
 24359,130276,19501209,-9999,    9
 24359,130276,19501210,-9999,    9
 24359,130276,19501211,-9999,    9
 24359,130276,19501212,-9999,    9
 24359,130276,19501213,-9999,    9
 24359,130276,19501214,-9999,    9
 24359,130276,19501215,-9999,    9
 24359,130276,19501216,-9999,    9
 24359,130276,19501217,-9999,    9
 24359,130276,19501218,-9999,    9
 24359,130276,19501219,-9999,    9
 24359,130276,19501220,-9999,    9
 24359,130276,19501221,-9999,    9
 24359,130276,19501222,-9999,    9
 24359,130276,19501223,-9999,    9
 24359,130276,19501224,-9999,    9
 24359,130276,19501225,-9999,    9
 24359,130276,19501226,-9999,    9
 24359,130276,19501227,-9999,    9
 24359,130276,19501228,-9999,    9
 24359,130276,19501229,-9999,    9
 24359,130276,19501230,-9999,    9
 24359,130276,19501231,-9999,    9
 24359,130276,19510101,-9999,    9
 24359,130276,19510102,-9999,    9
 24359,130276,19510103,-9999,    9
 24359,130276,19510104,-9999,    9
 24359,130276,19510105,-9999,    9
 24359,130276,19510106,-9999,    9
 24359,130276,19510107,-9999,    9
 24359,130276,19510108,-9999,    9
 24359,130276,19510109,-9999,    9
 24359,130276,19510110,-9999,    9
 24359,130276,19510111,-9999,    9
 24359,130276,19510112,-9999,    9
 24359,130276,19510113,-9999,    9
 24359,130276,19510114,-9999,    9
 24359,130276,19510115,-9999,    9
 24359,130276,19510116,-9999,    9
 24359,130276,19510117,-9999,    9
 24359,130276,19510118,-9999,    9
 24359,130276,19510119,-9999,    9
 24359,130276,19510120,-9999,    9
 24359,130276,19510121,-9999,    9
 24359,130276,19510122,-9999,    9
 24359,130276,19510123,-9999,    9
 24359,130276,19510124,-9999,    9
 24359,130276,19510125,-9999,    9
 24359,130276,19510126,-9999,    9
 24359,130276,19510127,-9999,    9
 24359,130276,19510128,-9999,    9
 24359,130276,19510129,-9999,    9
 24359,130276,19510130,-9999,    9
 24359,130276,19510131,-9999,    9
 24359,130276,19510201,-9999,    9
 24359,130276,19510202,-9999,    9
 24359,130276,19510203,-9999,    9
 24359,130276,19510204,-9999,    9
 24359,130276,19510205,-9999,    9
 24359,130276,19510206,-9999,    9
 24359,130276,19510207,-9999,    9
 24359,130276,19510208,-9999,    9
 24359,130276,19510209,-9999,    9
 24359,130276,19510210,-9999,    9
 24359,130276,19510211,-9999,    9
 24359,130276,19510212,-9999,    9
 24359,130276,19510213,-9999,    9
 24359,130276,19510214,-9999,    9
 24359,130276,19510215,-9999,    9
 24359,130276,19510216,-9999,    9
 24359,130276,19510217,-9999,    9
 24359,130276,19510218,-9999,    9
 24359,130276,19510219,-9999,    9
 24359,130276,19510220,-9999,    9
 24359,130276,19510221,-9999,    9
 24359,130276,19510222,-9999,    9
 24359,130276,19510223,-9999,    9
 24359,130276,19510224,-9999,    9
 24359,130276,19510225,-9999,    9
 24359,130276,19510226,-9999,    9
 24359,130276,19510227,-9999,    9
 24359,130276,19510228,-9999,    9
 24359,130276,19510301,-9999,    9
 24359,130276,19510302,-9999,    9
 24359,130276,19510303,-9999,    9
 24359,130276,19510304,-9999,    9
 24359,130276,19510305,-9999,    9
 24359,130276,19510306,-9999,    9
 24359,130276,19510307,-9999,    9
 24359,130276,19510308,-9999,    9
 24359,130276,19510309,-9999,    9
 24359,130276,19510310,-9999,    9
 24359,130276,19510311,-9999,    9
 24359,130276,19510312,-9999,    9
 24359,130276,19510313,-9999,    9
 24359,130276,19510314,-9999,    9
 24359,130276,19510315,-9999,    9
 24359,130276,19510316,-9999,    9
 24359,130276,19510317,-9999,    9
 24359,130276,19510318,-9999,    9
 24359,130276,19510319,-9999,    9
 24359,130276,19510320,-9999,    9
 24359,130276,19510321,-9999,    9
 24359,130276,19510322,-9999,    9
 24359,130276,19510323,-9999,    9
 24359,130276,19510324,-9999,    9
 24359,130276,19510325,-9999,    9
 24359,130276,19510326,-9999,    9
 24359,130276,19510327,-9999,    9
 24359,130276,19510328,-9999,    9
 24359,130276,19510329,-9999,    9
 24359,130276,19510330,-9999,    9
 24359,130276,19510331,-9999,    9
 24359,130276,19510401,-9999,    9
 24359,130276,19510402,-9999,    9
 24359,130276,19510403,-9999,    9
 24359,130276,19510404,-9999,    9
 24359,130276,19510405,-9999,    9
 24359,130276,19510406,-9999,    9
 24359,130276,19510407,-9999,    9
 24359,130276,19510408,-9999,    9
 24359,130276,19510409,-9999,    9
 24359,130276,19510410,-9999,    9
 24359,130276,19510411,-9999,    9
 24359,130276,19510412,-9999,    9
 24359,130276,19510413,-9999,    9
 24359,130276,19510414,-9999,    9
 24359,130276,19510415,-9999,    9
 24359,130276,19510416,-9999,    9
 24359,130276,19510417,-9999,    9
 24359,130276,19510418,-9999,    9
 24359,130276,19510419,-9999,    9
 24359,130276,19510420,-9999,    9
 24359,130276,19510421,-9999,    9
 24359,130276,19510422,-9999,    9
 24359,130276,19510423,-9999,    9
 24359,130276,19510424,-9999,    9
 24359,130276,19510425,-9999,    9
 24359,130276,19510426,-9999,    9
 24359,130276,19510427,-9999,    9
 24359,130276,19510428,-9999,    9
 24359,130276,19510429,-9999,    9
 24359,130276,19510430,-9999,    9
 24359,130276,19510501,-9999,    9
 24359,130276,19510502,-9999,    9
 24359,130276,19510503,-9999,    9
 24359,130276,19510504,-9999,    9
 24359,130276,19510505,-9999,    9
 24359,130276,19510506,-9999,    9
 24359,130276,19510507,-9999,    9
 24359,130276,19510508,-9999,    9
 24359,130276,19510509,-9999,    9
 24359,130276,19510510,-9999,    9
 24359,130276,19510511,-9999,    9
 24359,130276,19510512,-9999,    9
 24359,130276,19510513,-9999,    9
 24359,130276,19510514,-9999,    9
 24359,130276,19510515,-9999,    9
 24359,130276,19510516,-9999,    9
 24359,130276,19510517,-9999,    9
 24359,130276,19510518,-9999,    9
 24359,130276,19510519,-9999,    9
 24359,130276,19510520,-9999,    9
 24359,130276,19510521,-9999,    9
 24359,130276,19510522,-9999,    9
 24359,130276,19510523,-9999,    9
 24359,130276,19510524,-9999,    9
 24359,130276,19510525,-9999,    9
 24359,130276,19510526,-9999,    9
 24359,130276,19510527,-9999,    9
 24359,130276,19510528,-9999,    9
 24359,130276,19510529,-9999,    9
 24359,130276,19510530,-9999,    9
 24359,130276,19510531,-9999,    9
 24359,130276,19510601,-9999,    9
 24359,130276,19510602,-9999,    9
 24359,130276,19510603,-9999,    9
 24359,130276,19510604,-9999,    9
 24359,130276,19510605,-9999,    9
 24359,130276,19510606,-9999,    9
 24359,130276,19510607,-9999,    9
 24359,130276,19510608,-9999,    9
 24359,130276,19510609,-9999,    9
 24359,130276,19510610,-9999,    9
 24359,130276,19510611,-9999,    9
 24359,130276,19510612,-9999,    9
 24359,130276,19510613,-9999,    9
 24359,130276,19510614,-9999,    9
 24359,130276,19510615,-9999,    9
 24359,130276,19510616,-9999,    9
 24359,130276,19510617,-9999,    9
 24359,130276,19510618,-9999,    9
 24359,130276,19510619,-9999,    9
 24359,130276,19510620,-9999,    9
 24359,130276,19510621,-9999,    9
 24359,130276,19510622,-9999,    9
 24359,130276,19510623,-9999,    9
 24359,130276,19510624,-9999,    9
 24359,130276,19510625,-9999,    9
 24359,130276,19510626,-9999,    9
 24359,130276,19510627,-9999,    9
 24359,130276,19510628,-9999,    9
 24359,130276,19510629,-9999,    9
 24359,130276,19510630,-9999,    9
 24359,130276,19510701,-9999,    9
 24359,130276,19510702,-9999,    9
 24359,130276,19510703,-9999,    9
 24359,130276,19510704,-9999,    9
 24359,130276,19510705,-9999,    9
 24359,130276,19510706,-9999,    9
 24359,130276,19510707,-9999,    9
 24359,130276,19510708,-9999,    9
 24359,130276,19510709,-9999,    9
 24359,130276,19510710,-9999,    9
 24359,130276,19510711,-9999,    9
 24359,130276,19510712,-9999,    9
 24359,130276,19510713,-9999,    9
 24359,130276,19510714,-9999,    9
 24359,130276,19510715,-9999,    9
 24359,130276,19510716,-9999,    9
 24359,130276,19510717,-9999,    9
 24359,130276,19510718,-9999,    9
 24359,130276,19510719,-9999,    9
 24359,130276,19510720,-9999,    9
 24359,130276,19510721,-9999,    9
 24359,130276,19510722,-9999,    9
 24359,130276,19510723,-9999,    9
 24359,130276,19510724,-9999,    9
 24359,130276,19510725,-9999,    9
 24359,130276,19510726,-9999,    9
 24359,130276,19510727,-9999,    9
 24359,130276,19510728,-9999,    9
 24359,130276,19510729,-9999,    9
 24359,130276,19510730,-9999,    9
 24359,130276,19510731,-9999,    9
 24359,130276,19510801,-9999,    9
 24359,130276,19510802,-9999,    9
 24359,130276,19510803,-9999,    9
 24359,130276,19510804,-9999,    9
 24359,130276,19510805,-9999,    9
 24359,130276,19510806,-9999,    9
 24359,130276,19510807,-9999,    9
 24359,130276,19510808,-9999,    9
 24359,130276,19510809,-9999,    9
 24359,130276,19510810,-9999,    9
 24359,130276,19510811,-9999,    9
 24359,130276,19510812,-9999,    9
 24359,130276,19510813,-9999,    9
 24359,130276,19510814,-9999,    9
 24359,130276,19510815,-9999,    9
 24359,130276,19510816,-9999,    9
 24359,130276,19510817,-9999,    9
 24359,130276,19510818,-9999,    9
 24359,130276,19510819,-9999,    9
 24359,130276,19510820,-9999,    9
 24359,130276,19510821,-9999,    9
 24359,130276,19510822,-9999,    9
 24359,130276,19510823,-9999,    9
 24359,130276,19510824,-9999,    9
 24359,130276,19510825,-9999,    9
 24359,130276,19510826,-9999,    9
 24359,130276,19510827,-9999,    9
 24359,130276,19510828,-9999,    9
 24359,130276,19510829,-9999,    9
 24359,130276,19510830,-9999,    9
 24359,130276,19510831,-9999,    9
 24359,130276,19510901,-9999,    9
 24359,130276,19510902,-9999,    9
 24359,130276,19510903,-9999,    9
 24359,130276,19510904,-9999,    9
 24359,130276,19510905,-9999,    9
 24359,130276,19510906,-9999,    9
 24359,130276,19510907,-9999,    9
 24359,130276,19510908,-9999,    9
 24359,130276,19510909,-9999,    9
 24359,130276,19510910,-9999,    9
 24359,130276,19510911,-9999,    9
 24359,130276,19510912,-9999,    9
 24359,130276,19510913,-9999,    9
 24359,130276,19510914,-9999,    9
 24359,130276,19510915,-9999,    9
 24359,130276,19510916,-9999,    9
 24359,130276,19510917,-9999,    9
 24359,130276,19510918,-9999,    9
 24359,130276,19510919,-9999,    9
 24359,130276,19510920,-9999,    9
 24359,130276,19510921,-9999,    9
 24359,130276,19510922,-9999,    9
 24359,130276,19510923,-9999,    9
 24359,130276,19510924,-9999,    9
 24359,130276,19510925,-9999,    9
 24359,130276,19510926,-9999,    9
 24359,130276,19510927,-9999,    9
 24359,130276,19510928,-9999,    9
 24359,130276,19510929,-9999,    9
 24359,130276,19510930,-9999,    9
 24359,130276,19511001,-9999,    9
 24359,130276,19511002,-9999,    9
 24359,130276,19511003,-9999,    9
 24359,130276,19511004,-9999,    9
 24359,130276,19511005,-9999,    9
 24359,130276,19511006,-9999,    9
 24359,130276,19511007,-9999,    9
 24359,130276,19511008,-9999,    9
 24359,130276,19511009,-9999,    9
 24359,130276,19511010,-9999,    9
 24359,130276,19511011,-9999,    9
 24359,130276,19511012,-9999,    9
 24359,130276,19511013,-9999,    9
 24359,130276,19511014,-9999,    9
 24359,130276,19511015,-9999,    9
 24359,130276,19511016,-9999,    9
 24359,130276,19511017,-9999,    9
 24359,130276,19511018,-9999,    9
 24359,130276,19511019,-9999,    9
 24359,130276,19511020,-9999,    9
 24359,130276,19511021,-9999,    9
 24359,130276,19511022,-9999,    9
 24359,130276,19511023,-9999,    9
 24359,130276,19511024,-9999,    9
 24359,130276,19511025,-9999,    9
 24359,130276,19511026,-9999,    9
 24359,130276,19511027,-9999,    9
 24359,130276,19511028,-9999,    9
 24359,130276,19511029,-9999,    9
 24359,130276,19511030,-9999,    9
 24359,130276,19511031,-9999,    9
 24359,130276,19511101,-9999,    9
 24359,130276,19511102,-9999,    9
 24359,130276,19511103,-9999,    9
 24359,130276,19511104,-9999,    9
 24359,130276,19511105,-9999,    9
 24359,130276,19511106,-9999,    9
 24359,130276,19511107,-9999,    9
 24359,130276,19511108,-9999,    9
 24359,130276,19511109,-9999,    9
 24359,130276,19511110,-9999,    9
 24359,130276,19511111,-9999,    9
 24359,130276,19511112,-9999,    9
 24359,130276,19511113,-9999,    9
 24359,130276,19511114,-9999,    9
 24359,130276,19511115,-9999,    9
 24359,130276,19511116,-9999,    9
 24359,130276,19511117,-9999,    9
 24359,130276,19511118,-9999,    9
 24359,130276,19511119,-9999,    9
 24359,130276,19511120,-9999,    9
 24359,130276,19511121,-9999,    9
 24359,130276,19511122,-9999,    9
 24359,130276,19511123,-9999,    9
 24359,130276,19511124,-9999,    9
 24359,130276,19511125,-9999,    9
 24359,130276,19511126,-9999,    9
 24359,130276,19511127,-9999,    9
 24359,130276,19511128,-9999,    9
 24359,130276,19511129,-9999,    9
 24359,130276,19511130,-9999,    9
 24359,130276,19511201,-9999,    9
 24359,130276,19511202,-9999,    9
 24359,130276,19511203,-9999,    9
 24359,130276,19511204,-9999,    9
 24359,130276,19511205,-9999,    9
 24359,130276,19511206,-9999,    9
 24359,130276,19511207,-9999,    9
 24359,130276,19511208,-9999,    9
 24359,130276,19511209,-9999,    9
 24359,130276,19511210,-9999,    9
 24359,130276,19511211,-9999,    9
 24359,130276,19511212,-9999,    9
 24359,130276,19511213,-9999,    9
 24359,130276,19511214,-9999,    9
 24359,130276,19511215,-9999,    9
 24359,130276,19511216,-9999,    9
 24359,130276,19511217,-9999,    9
 24359,130276,19511218,-9999,    9
 24359,130276,19511219,-9999,    9
 24359,130276,19511220,-9999,    9
 24359,130276,19511221,-9999,    9
 24359,130276,19511222,-9999,    9
 24359,130276,19511223,-9999,    9
 24359,130276,19511224,-9999,    9
 24359,130276,19511225,-9999,    9
 24359,130276,19511226,-9999,    9
 24359,130276,19511227,-9999,    9
 24359,130276,19511228,-9999,    9
 24359,130276,19511229,-9999,    9
 24359,130276,19511230,-9999,    9
 24359,130276,19511231,-9999,    9
 24359,130276,19520101,-9999,    9
 24359,130276,19520102,-9999,    9
 24359,130276,19520103,-9999,    9
 24359,130276,19520104,-9999,    9
 24359,130276,19520105,-9999,    9
 24359,130276,19520106,-9999,    9
 24359,130276,19520107,-9999,    9
 24359,130276,19520108,-9999,    9
 24359,130276,19520109,-9999,    9
 24359,130276,19520110,-9999,    9
 24359,130276,19520111,-9999,    9
 24359,130276,19520112,-9999,    9
 24359,130276,19520113,-9999,    9
 24359,130276,19520114,-9999,    9
 24359,130276,19520115,-9999,    9
 24359,130276,19520116,-9999,    9
 24359,130276,19520117,-9999,    9
 24359,130276,19520118,-9999,    9
 24359,130276,19520119,-9999,    9
 24359,130276,19520120,-9999,    9
 24359,130276,19520121,-9999,    9
 24359,130276,19520122,-9999,    9
 24359,130276,19520123,-9999,    9
 24359,130276,19520124,-9999,    9
 24359,130276,19520125,-9999,    9
 24359,130276,19520126,-9999,    9
 24359,130276,19520127,-9999,    9
 24359,130276,19520128,-9999,    9
 24359,130276,19520129,-9999,    9
 24359,130276,19520130,-9999,    9
 24359,130276,19520131,-9999,    9
 24359,130276,19520201,-9999,    9
 24359,130276,19520202,-9999,    9
 24359,130276,19520203,-9999,    9
 24359,130276,19520204,-9999,    9
 24359,130276,19520205,-9999,    9
 24359,130276,19520206,-9999,    9
 24359,130276,19520207,-9999,    9
 24359,130276,19520208,-9999,    9
 24359,130276,19520209,-9999,    9
 24359,130276,19520210,-9999,    9
 24359,130276,19520211,-9999,    9
 24359,130276,19520212,-9999,    9
 24359,130276,19520213,-9999,    9
 24359,130276,19520214,-9999,    9
 24359,130276,19520215,-9999,    9
 24359,130276,19520216,-9999,    9
 24359,130276,19520217,-9999,    9
 24359,130276,19520218,-9999,    9
 24359,130276,19520219,-9999,    9
 24359,130276,19520220,-9999,    9
 24359,130276,19520221,-9999,    9
 24359,130276,19520222,-9999,    9
 24359,130276,19520223,-9999,    9
 24359,130276,19520224,-9999,    9
 24359,130276,19520225,-9999,    9
 24359,130276,19520226,-9999,    9
 24359,130276,19520227,-9999,    9
 24359,130276,19520228,-9999,    9
 24359,130276,19520229,-9999,    9
 24359,130276,19520301,-9999,    9
 24359,130276,19520302,-9999,    9
 24359,130276,19520303,-9999,    9
 24359,130276,19520304,-9999,    9
 24359,130276,19520305,-9999,    9
 24359,130276,19520306,-9999,    9
 24359,130276,19520307,-9999,    9
 24359,130276,19520308,-9999,    9
 24359,130276,19520309,-9999,    9
 24359,130276,19520310,-9999,    9
 24359,130276,19520311,-9999,    9
 24359,130276,19520312,-9999,    9
 24359,130276,19520313,-9999,    9
 24359,130276,19520314,-9999,    9
 24359,130276,19520315,-9999,    9
 24359,130276,19520316,-9999,    9
 24359,130276,19520317,-9999,    9
 24359,130276,19520318,-9999,    9
 24359,130276,19520319,-9999,    9
 24359,130276,19520320,-9999,    9
 24359,130276,19520321,-9999,    9
 24359,130276,19520322,-9999,    9
 24359,130276,19520323,-9999,    9
 24359,130276,19520324,-9999,    9
